,value
2016-04,-0.03445873494112935
2016-05,-0.11049021926385291
2016-06,0.02205304484952013
2016-07,0.08473626757926131
2016-08,0.1358282362999631
2016-09,-0.160953454268
2016-10,-0.16363885382701776
2016-11,0.0005432122678322923
2016-12,-0.045864269372047975
2017-01,0.0740976786487367
2017-02,0.19176852037566905
2017-03,-0.06520854804312534
2017-04,0.16850168470365104
2017-05,0.10079600555723883
2017-06,0.04411713222904403
2017-07,0.22587354717019642
2017-08,0.10826454732019125
2017-09,0.2741949968473416
2017-10,0.015287840776950945
2017-11,0.17639422420741438
2017-12,0.07858291842695175
2018-01,0.20636052420232076
2018-02,0.12918005654024914
2018-03,0.2318929873313907
2018-04,0.1180268853352509
2018-05,0.15402062363152705
2018-06,0.2665213095153043
2018-07,0.16124570655086023
2018-08,0.12576154350461588
2018-09,0.07189213178761655
2018-10,0.23659300038804854
2018-11,0.39582628823859156
2018-12,0.08881367516639066
2019-01,0.15093964621471276
2019-02,0.06686774304352065
2019-03,0.20517369054172424
2019-04,0.24467444900168736
2019-05,0.0895331977564199
2019-06,0.1966122843262778
2019-07,0.03226650258703624
2019-08,0.2055276100810065
2019-09,0.02442219132455259
2019-10,0.1988852296547879
2019-11,0.16904400107489764
2019-12,0.1393757041655846
2020-01,0.17315884660452716
2020-02,0.26970736450861876
2020-03,-0.06808432826458657
2020-04,0.19460988611082514
2020-05,-0.09627290061282018
2020-06,0.09111003891663545
2020-07,0.255023267688376
2020-08,0.1084043797863185
2020-09,-0.018018397535908268
2020-10,0.12016754855045883
2020-11,0.22032808799102696
2020-12,0.08059192575780284
2021-01,0.088505267646761
2021-02,-0.024862390395087572
2021-03,0.2985154540901555
2021-04,-0.016763905257315623
2021-05,0.07650768027865762
2021-06,0.006304351965843067
2021-07,0.08476462759724686
2021-08,-0.010003630608526857
2021-09,0.03495096016222683
2021-10,-0.13504690749959647
2021-11,-0.14794320309901077
2021-12,-0.02699235901803297
2022-01,-0.07639070884273015
2022-02,-0.1395433311977753
2022-03,-0.2535924712292493
2022-04,-0.14870377568600496
2022-05,-0.13351555004505877
2022-06,-0.3072065964799414
2022-07,-0.2455988941292723
2022-08,-0.2517241144890228
2022-09,-0.2933199710535904
2022-10,-0.1842427411746487
2022-11,-0.27345078024240177
2022-12,-0.16466835896080195
2023-01,-0.15827430705918707
2023-02,-0.4054881043235138
2023-03,-0.32673794826662156
2023-04,-0.24187336338786952
2023-05,-0.3356019962480973
2023-06,-0.4026992378788645
2023-07,-0.5189677306331283
2023-08,-0.48055211850673407
2023-09,-0.4740250009578776
2023-10,-0.39581927491945884
2023-11,-0.5546999404811334
2023-12,-0.4829231551593383
2024-01,-0.4197316935353102
2024-02,-0.538675751040715
2024-03,-0.6103973848920559
2024-04,-0.5109175885836654
2024-05,-0.7565768220744106
2024-06,-0.5860685315681977
2024-07,-0.5759198643593539
2024-08,-0.6910964301741469
2024-09,-0.7979871081270855
2024-10,-0.6693707809256872
2024-11,-0.7564039766873584
2024-12,-0.7835479175529749
2025-01,-0.7283406236718478
2025-02,-0.6781114733610063
2025-03,-0.7529502825839897
2025-04,-0.8664951805087368
2025-05,-0.6079670509292392
2025-06,-0.5245376432400004
2025-07,-1.0125943041106913
2025-08,-0.9167185139880246
2025-09,-1.068812966549861
2025-10,-0.8091602238851572
2025-11,-0.8674579794865157
2025-12,-0.8569222972163386
2026-01,-0.9663045764103075
2026-02,-0.8080882649588481
2026-03,-0.9735789855923775
2026-04,-0.8198797994703666
2026-05,-0.7397783059739645
2026-06,-0.8976479275714963
2026-07,-0.9740730403993832
2026-08,-0.9603866773656122
2026-09,-0.805808020172135
2026-10,-0.9070973759841567
2026-11,-0.9541409396357403
2026-12,-0.8079502123790698
2027-01,-0.9564822294297514
2027-02,-0.9522736060311408
2027-03,-1.079849030615423
2027-04,-0.9699672449599616
2027-05,-0.6840174611238807
2027-06,-1.0908653916744238
2027-07,-0.8567347609127447
2027-08,-0.8824392135809466
2027-09,-0.8512335276141155
2027-10,-0.8801929484221283
2027-11,-0.8977163666735332
2027-12,-0.8625048434703125
2028-01,-0.9098084309145789
2028-02,-0.6777537491011997
2028-03,-0.6987397268896574
2028-04,-1.083382636812194
2028-05,-1.0014902068712717
2028-06,-0.6878021618385467
2028-07,-0.6636783531809571
2028-08,-0.6131000992052346
2028-09,-0.6743231756826996
2028-10,-0.6849916757444905
2028-11,-0.5977686841334645
2028-12,-0.6464557834952072
2029-01,-0.8058275913456097
2029-02,-0.570128874169472
2029-03,-0.7019851560538437
2029-04,-0.5942377312816048
2029-05,-0.6043752195636654
2029-06,-0.5779584746958355
2029-07,-0.38261186053870644
2029-08,-0.5406887583083392
2029-09,-0.5455010861416685
2029-10,-0.22633563170574109
2029-11,-0.4463800166653487
2029-12,-0.29623623721072573
2030-01,-0.4067497645102117
2030-02,-0.16397814982169515
2030-03,-0.2236475426042845
2030-04,-0.2780382302283644
2030-05,-0.21675879933050385
2030-06,-0.21513036306986263
2030-07,-0.22200713262767188
2030-08,-0.2498131514398483
2030-09,-0.18889601485359475
2030-10,-0.011630420717735797
2030-11,-0.08943352164962658
2030-12,-0.05482034689908446
2031-01,0.1114223869542053
2031-02,0.033574776093191316
2031-03,0.02854097108697093
2031-04,0.37407082720050255
2031-05,0.26241553224705616
2031-06,0.22425071212051895
2031-07,0.12890894611208487
2031-08,0.2333897230012457
2031-09,0.189872434475771
2031-10,0.5164854487679473
2031-11,0.440260465614298
2031-12,0.5184723746762172
2032-01,0.5391520390225408
2032-02,0.37892223509800793
2032-03,0.6514890440968865
2032-04,0.4812813412486877
2032-05,0.691376397543358
2032-06,0.5413172505472437
2032-07,0.5258906126033237
2032-08,0.7381632214397723
2032-09,0.7729256560974289
2032-10,0.673529305606009
2032-11,0.8222967073581583
2032-12,0.8009845329288545
2033-01,0.7521521444808603
2033-02,0.9725859282943576
2033-03,0.708693024670707
2033-04,1.1351033122181045
2033-05,0.8998899324130407
2033-06,0.9355225891099528
2033-07,1.2033309335271911
2033-08,1.0572903500151811
2033-09,1.199443051162187
2033-10,1.1234047722470493
2033-11,0.9652388586859111
2033-12,1.0820209444859792
2034-01,1.0877237735562924
2034-02,1.3641149563304587
2034-03,1.2792905754617943
2034-04,1.336997305701291
2034-05,1.2783490067090448
2034-06,1.5003823716020452
2034-07,1.3828466455432664
2034-08,1.4575993675143637
2034-09,1.5470793004155166
2034-10,1.4097985496493424
2034-11,1.4600276230825182
2034-12,1.4575597224548549
2035-01,1.5241474724855724
2035-02,1.5131932642128652
2035-03,1.5108658809840831
2035-04,1.5397346220068808
2035-05,1.493024306891596
2035-06,1.4241934311774038
2035-07,1.566065528576632
2035-08,1.5900170249907706
2035-09,1.4727393246493674
2035-10,1.5665382681407296
2035-11,1.4611905969077652
2035-12,1.6254238690730525
2036-01,1.5905279220400803
2036-02,1.4832220214799046
2036-03,1.584118566133209
2036-04,1.6049493199109188
2036-05,1.5809711471748418
2036-06,1.6027282214330094
2036-07,1.5591749458405768
2036-08,1.449286428482815
2036-09,1.4565030255041869
2036-10,1.5157695730372769
2036-11,1.54127249011485
2036-12,1.3387576659897986
2037-01,1.461156806503836
2037-02,1.3447220155866062
2037-03,1.4114999121536078
2037-04,1.6455466487348653
2037-05,1.3502453622101305
2037-06,1.4002246132544083
2037-07,1.3765693287316287
2037-08,1.3105513556798598
2037-09,1.399849406988013
2037-10,1.2318613631250632
2037-11,1.4169365302515788
2037-12,1.178555975477812
2038-01,1.3373761873119414
2038-02,1.3240931274966532
2038-03,1.2669696701447084
2038-04,1.1228446729782808
2038-05,1.0982532715914415
2038-06,1.06389907525966
2038-07,0.9535456195965751
2038-08,1.0461487342146656
2038-09,0.8042387246785347
2038-10,0.8230666714409529
2038-11,0.830623080501948
2038-12,0.8858434270909926
2039-01,0.9010785978091265
2039-02,0.8563076666399421
2039-03,0.5720302174945802
2039-04,0.6197664189749605
2039-05,0.32237414416638527
2039-06,0.4578822275742399
2039-07,0.5302742392153236
2039-08,0.5544372121202128
2039-09,0.38667652151465404
2039-10,0.40174495398414195
2039-11,0.36249957463668453
2039-12,0.38729206957108603
2040-01,0.07340469004333414
2040-02,0.05736152836002356
2040-03,0.0397064996819812
2040-04,0.1155825115327158
2040-05,0.1224479065170509
2040-06,0.2009007959336559
2040-07,-0.0034121502754857584
2040-08,-0.1792416615497504
2040-09,-0.17216035069799812
2040-10,-0.37053634677740543
2040-11,-0.23071452343364615
2040-12,-0.07097132060457362
2041-01,-0.24355348430310947
2041-02,-0.591559287301855
2041-03,-0.33192285075144085
2041-04,-0.42545703932131185
2041-05,-0.32080766864681143
2041-06,-0.4569443031428838
2041-07,-0.5900657716037896
2041-08,-0.6095684226996758
2041-09,-0.8247183377596029
2041-10,-0.610832801744417
2041-11,-1.0458110383740913
2041-12,-1.096540186489559
2042-01,-0.9710712383208714
2042-02,-1.0300146236984375
2042-03,-1.0892678029580896
2042-04,-1.0701295415326872
2042-05,-1.1693294527718157
2042-06,-1.0622549903341092
2042-07,-1.2546539856662076
2042-08,-1.194967758065852
2042-09,-1.2566223436970398
2042-10,-1.2491493820084776
2042-11,-1.239616693306778
2042-12,-1.46456511680892
2043-01,-1.3512387478811503
2043-02,-1.3871140745873365
2043-03,-1.4223935723365695
2043-04,-1.6348146931089473
2043-05,-1.6189321662921963
2043-06,-1.4903431121228232
2043-07,-1.7208265649614338
2043-08,-1.5643271194411668
2043-09,-1.7400246016016074
2043-10,-1.6036650486421884
2043-11,-1.8252914188245373
2043-12,-1.5963474038772694
2044-01,-1.7566960257781479
2044-02,-1.7758072055530985
2044-03,-1.7655702683757486
2044-04,-1.8908568972921405
2044-05,-1.6747453978716726
2044-06,-1.992925326943738
2044-07,-1.9231359493274887
2044-08,-2.0378284622906797
2044-09,-1.8770379255368137
2044-10,-1.9408198765483835
2044-11,-2.0091273786662858
2044-12,-1.813118083457099
2045-01,-1.9722591889042471
2045-02,-1.9965528849631584
2045-03,-1.7925688700573708
2045-04,-1.8885699103300078
2045-05,-1.8957601169717913
2045-06,-2.000320726583062
2045-07,-2.087291388876639
2045-08,-1.983578210654913
2045-09,-1.9941573030540036
2045-10,-1.7843171501250312
2045-11,-1.7816635639340321
2045-12,-1.9996435521955431
2046-01,-1.854819043687237
2046-02,-1.8375613477792092
2046-03,-1.755467168918304
2046-04,-1.7354337527110033
2046-05,-1.7996987932142394
2046-06,-1.7756202999406039
2046-07,-1.6179196367988604
2046-08,-1.7517064272067873
2046-09,-1.8376094032087642
2046-10,-1.7893713459044922
2046-11,-1.7413546944888947
2046-12,-1.6500700737042475
2047-01,-1.717633741925679
2047-02,-1.781278498866659
2047-03,-1.5819760812878036
2047-04,-1.4878471110870108
2047-05,-1.4031456449020157
2047-06,-1.5373779744860725
2047-07,-1.3898551871274325
2047-08,-1.359868804884004
2047-09,-1.4965350960901482
2047-10,-1.368250244541955
2047-11,-1.437919161812701
2047-12,-0.9478414480753734
2048-01,-1.0526293996832092
2048-02,-1.1338589573218072
2048-03,-1.1583679107480014
2048-04,-1.0629836825425765
2048-05,-1.0466748899856178
2048-06,-1.1312122542303813
2048-07,-0.8891237769491095
2048-08,-0.8965360290382131
2048-09,-0.9845314842000408
2048-10,-0.760657016458145
2048-11,-0.8110004174022247
2048-12,-0.5057974440778602
2049-01,-0.7123034545013666
2049-02,-0.5828921793521628
2049-03,-0.5359049718315417
2049-04,-0.2829994424970977
2049-05,-0.5538845038648261
2049-06,-0.14823929485763312
2049-07,-0.21359475018955226
2049-08,-0.2177626380892557
2049-09,-0.267435584031492
2049-10,-0.19049136513489154
2049-11,-0.14501271122270362
2049-12,0.04307622856190034
2050-01,-0.07102733557165089
2050-02,0.21362048604320344
2050-03,0.30932983275053405
2050-04,0.1994024968883831
2050-05,0.06915746965062383
2050-06,0.23871381119424745
2050-07,0.26729391552756715
2050-08,0.4922407530125006
2050-09,0.3533451209311055
2050-10,0.5660240123537187
2050-11,0.5856568524628478
2050-12,0.5625433024963097
2051-01,0.5676161927938832
2051-02,0.7801165205879894
2051-03,0.8704866166711839
2051-04,0.9337015971575404
2051-05,0.809389030278223
2051-06,0.8243543014552978
2051-07,1.1582543986462202
2051-08,1.03502346683645
2051-09,1.0031641507351328
2051-10,1.1312787077034103
2051-11,1.040741748069192
2051-12,1.10006518369377
2052-01,1.2716501223244987
2052-02,1.2797832779933762
2052-03,1.4097770294619547
2052-04,1.1907194322016674
2052-05,1.2667416019223683
2052-06,1.528039167439498
2052-07,1.5194775864499508
2052-08,1.4533898943572492
2052-09,1.7844867026526414
2052-10,1.6947489523607646
2052-11,1.6607712850296013
2052-12,1.6842192492683943
2053-01,1.5633434716010657
2053-02,1.822771652237766
2053-03,1.6508423423284666
2053-04,1.6725444009282837
2053-05,2.0059512561753827
2053-06,1.8142728548294047
2053-07,1.8545326505960233
2053-08,1.7635456258136686
2053-09,1.8663600840058456
2053-10,1.9892476838372901
2053-11,1.9657136486905522
2053-12,2.070576809956989
2054-01,1.9590778651466025
2054-02,1.9745819902737134
2054-03,1.715497674811536
2054-04,1.913338264123876
2054-05,1.9442079757976456
2054-06,1.8002809479886315
2054-07,1.828856390359891
2054-08,1.991774839397355
2054-09,1.9792372389657782
2054-10,2.0769377821873167
2054-11,1.7433647421768477
2054-12,1.9275017079711978
2055-01,1.9694365901314244
2055-02,1.8840188127581194
2055-03,1.8350517222760985
2055-04,2.053801441210921
2055-05,1.9829121872252315
2055-06,2.072222071580916
2055-07,2.0313827998360727
2055-08,1.7390226886032563
2055-09,1.935722502888526
2055-10,1.79721239170577
2055-11,1.81912345397286
2055-12,1.81706756755739
2056-01,1.88243179814101
2056-02,1.7842309419419273
2056-03,1.772972746201274
2056-04,1.6408932199079638
2056-05,1.6351116247270694
2056-06,1.6500982685859427
2056-07,1.4552248381199182
2056-08,1.6791425320048534
2056-09,1.4069900327905067
2056-10,1.5161867728249505
2056-11,1.2097311232739736
2056-12,1.2452314103705657
2057-01,1.3947838932417385
2057-02,1.249392702311396
2057-03,1.0610538093548636
2057-04,1.2965442086643417
2057-05,1.208659519629398
2057-06,1.0668295822809883
2057-07,1.1974529145443997
2057-08,1.1770196181286419
2057-09,0.9272224003299075
2057-10,1.1189624160961746
2057-11,1.0398897484111373
2057-12,1.0289191557056916
2058-01,0.7625323450509804
2058-02,1.0252648924178294
2058-03,0.7547621258854788
2058-04,0.9075313228049349
2058-05,0.7412533007674436
2058-06,0.6274811680123212
2058-07,0.37595271872768166
2058-08,0.535618840025311
2058-09,0.674465652461537
2058-10,0.6456228225198138
2058-11,0.3732900767595906
2058-12,0.3234265713490755
2059-01,0.33373525820075517
2059-02,0.29615874925950875
2059-03,0.1330632778090952
2059-04,0.11044788926189901
2059-05,-0.023944067930947402
2059-06,0.19013717846691222
2059-07,0.02310988386404704
2059-08,-0.04648544363771204
2059-09,0.07025592290150784
2059-10,-0.24228135518200328
2059-11,-0.07469034482171413
2059-12,-0.26312900907863124
2060-01,-0.1814770908790037
2060-02,-0.43132717821726163
2060-03,-0.3637288129785319
2060-04,-0.37734583448052156
2060-05,-0.4034995667084762
2060-06,-0.4265154875228908
2060-07,-0.7225105821750553
2060-08,-0.6642501100080146
2060-09,-0.6243947525403163
2060-10,-0.8265720326380481
2060-11,-0.8092073956191898
2060-12,-0.5372544608875545
2061-01,-0.7312736401371508
2061-02,-0.941154166912737
2061-03,-0.9674576031758839
2061-04,-0.9894796553602316
2061-05,-1.06787841699342
2061-06,-0.9786356538595008
2061-07,-1.0052037126484201
2061-08,-1.0153787394595135
2061-09,-1.1251375805787338
2061-10,-1.2694306057985028
2061-11,-1.3143332006304471
2061-12,-1.3157028026531898
2062-01,-1.378066077965261
2062-02,-1.3093965286083153
2062-03,-1.2404127565712042
2062-04,-1.350943882124885
2062-05,-1.348112388428102
2062-06,-1.2868969275025162
2062-07,-1.4189940956126452
2062-08,-1.3600686876064412
2062-09,-1.4440301267568176
2062-10,-1.4518690884082184
2062-11,-1.5864193029954445
2062-12,-1.5156597393783158
2063-01,-1.5030217380917665
2063-02,-1.4063179007550797
2063-03,-1.4445299464333283
2063-04,-1.4344898507049477
2063-05,-1.665049124473262
2063-06,-1.646010684229164
2063-07,-1.5511971949645058
2063-08,-1.7102942806866945
2063-09,-1.6571379348314959
2063-10,-1.6199218895001688
2063-11,-1.5056820667675592
2063-12,-1.650172213813048
2064-01,-1.4538174799015875
2064-02,-1.6083399918932997
2064-03,-1.369731176541043
2064-04,-1.4431668027855409
2064-05,-1.655814818270751
2064-06,-1.4678381535416731
2064-07,-1.6528767371039546
2064-08,-1.634211229281541
2064-09,-1.6841396182339123
2064-10,-1.6113763571053683
2064-11,-1.240463878263759
2064-12,-1.6078620918096822
2065-01,-1.39892007737291
2065-02,-1.3858026730181123
2065-03,-1.382516165898453
2065-04,-1.3245561516444815
2065-05,-1.4206525240183467
2065-06,-1.3810915650326254
2065-07,-1.3553982489969045
2065-08,-1.2374887396711818
2065-09,-1.1982572530315005
2065-10,-1.4080268533551572
2065-11,-1.1206236750430987
2065-12,-1.3880261448365636
2066-01,-1.1680318616753778
2066-02,-1.16846318806097
2066-03,-1.251220079723522
2066-04,-1.3057144501328235
2066-05,-1.029092161952693
2066-06,-0.9300162660696595
2066-07,-0.837355961183367
2066-08,-1.180967233234024
2066-09,-1.088234173602313
2066-10,-1.0447758462903765
2066-11,-0.9237672047447042
2066-12,-0.9560301255210741
2067-01,-0.9398632708649219
2067-02,-0.7574177884712824
2067-03,-0.683244179808691
2067-04,-0.6488266942798978
2067-05,-0.5689982799390367
2067-06,-0.7058036135740567
2067-07,-0.5811922198879861
2067-08,-0.560841256186996
2067-09,-0.6567995938174209
2067-10,-0.4643992360066491
2067-11,-0.4907069552246565
2067-12,-0.5113492626485805
2068-01,-0.451851913849631
2068-02,-0.2206942985386119
2068-03,-0.3022016557680967
2068-04,-0.3744992592296087
2068-05,-0.21634723489046123
2068-06,-0.14472185116344322
2068-07,-0.21441944638317692
2068-08,-0.23741700401615917
2068-09,-0.23879095460842265
2068-10,0.07166542657797498
2068-11,-0.10081564545566653
2068-12,-0.054701076494630956
2069-01,-0.0975938917684707
2069-02,0.047591839241902696
2069-03,-0.03719359031705888
2069-04,0.09692076240254631
2069-05,0.23494765537350992
2069-06,0.07036934350297899
2069-07,0.07960649583698115
2069-08,0.2588299123457121
2069-09,0.28282771191626194
2069-10,0.09865438299086315
2069-11,0.32867878581980314
2069-12,0.27497144371414156
2070-01,0.31314982604978103
2070-02,0.29195586647675775
2070-03,0.6155963823401694
2070-04,0.4235133190777344
2070-05,0.5045277214492571
2070-06,0.3901728960441559
2070-07,0.35468715638379944
2070-08,0.6566455614261398
2070-09,0.6249883419540607
2070-10,0.6177571545457402
2070-11,0.6159874229066947
2070-12,0.5746189932179531
2071-01,0.7245414760157809
2071-02,0.8502176132216607
2071-03,0.7464584597946
2071-04,0.4940315981472526
2071-05,0.6877143163126671
2071-06,0.8905743738957893
2071-07,0.8496619987175388
2071-08,0.711967539017347
2071-09,0.6064167766759103
2071-10,0.9076640854604319
2071-11,0.8425824217345337
2071-12,0.7461810853488083
2072-01,0.8385345733903126
2072-02,0.8167245900192894
2072-03,0.6880945306216458
2072-04,0.8148770215197617
2072-05,0.7620430897809233
2072-06,0.9767210071088321
2072-07,0.7133191625453225
2072-08,0.8937821766083982
2072-09,0.8762724346432196
2072-10,0.9998288994003083
2072-11,0.9239700232599789
2072-12,0.8536823071105384
2073-01,0.925603902179098
2073-02,0.9547913282027031
2073-03,0.9471286224521845
2073-04,0.972789980490048
2073-05,0.9204019607916708
2073-06,0.8654395547267342
2073-07,0.7496261965679807
2073-08,0.9755020800741468
2073-09,0.8170544246394461
2073-10,0.879751259775493
2073-11,0.7236370389668412
2073-12,0.8157705393632365
2074-01,0.8224018903777016
2074-02,0.6901870427436163
2074-03,0.8470102149894051
2074-04,0.761328578071634
2074-05,0.7604632227618199
2074-06,0.9121062498062015
2074-07,0.7136387255018184
2074-08,0.6499432247137912
2074-09,0.7664698727129814
2074-10,0.7633080115092207
2074-11,0.7312511841346754
2074-12,0.7279947271786006
2075-01,0.705567825412391
2075-02,0.6863156825965279
2075-03,0.6912047700892433
2075-04,0.6913552989980059
2075-05,0.6341308923482186
2075-06,0.6754018234380567
2075-07,0.5219947098915716
2075-08,0.654049448014771
2075-09,0.43617087088665674
2075-10,0.6186809178602162
2075-11,0.61127793111531
2075-12,0.4852235425298713
2076-01,0.5435126598860145
2076-02,0.5832989137227682
2076-03,0.3417164309830406
2076-04,0.6062769580524112
2076-05,0.41052016639882605
2076-06,0.452942765317448
2076-07,0.5328436067127357
2076-08,0.5386269713217327
2076-09,0.34814522473699844
2076-10,0.24983148920990086
2076-11,0.30564042049932877
2076-12,0.35890326313685067
2077-01,0.22120556964452226
2077-02,0.176682634442919
2077-03,0.2600341604173245
2077-04,0.14751378896941547
2077-05,0.2131594160875332
2077-06,0.15218925500670263
2077-07,0.09842457411359401
2077-08,0.16757736939691506
2077-09,0.18353241466247816
2077-10,0.11896492403726812
2077-11,0.017868982039398934
2077-12,-0.019950617347598648
2078-01,0.06277032389866602
2078-02,-0.07431080978799828
2078-03,0.1130243220957354
2078-04,-0.02453790612206176
2078-05,0.019494999922478162
2078-06,0.005580947924842641
2078-07,0.09296327180627545
2078-08,-0.08182843741390752
2078-09,-0.007823105135626653
2078-10,0.047095054309792064
2078-11,-0.1450240879069019
2078-12,0.09623293964985899
2079-01,-0.1497583703987586
2079-02,-0.014954610995629489
2079-03,-0.08935027799203447
2079-04,-0.009518686306249816
2079-05,-0.3778035825755876
2079-06,-0.05813664972411182
2079-07,-0.056781113316234484
2079-08,-0.18021040398235946
2079-09,-0.20981083466734335
2079-10,-0.18991765532191873
2079-11,-0.2158985867121494
2079-12,-0.24597470657630444
2080-01,-0.1564949224566428
2080-02,-0.20630589503857935
2080-03,0.06581220577111857
2080-04,-0.09018637082771265
2080-05,-0.14857193938781743
2080-06,-0.07670198443006476
2080-07,-0.11134105331136998
2080-08,-0.15458322118439324
2080-09,-0.06967226476209967
2080-10,0.01185765507469283
2080-11,-0.27030561987330676
2080-12,-0.054795299574445955
2081-01,-0.07341509314293643
2081-02,-0.19177489157183825
2081-03,-0.04883827678606176
